	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	2	0	0
GO_9PLUS2_MOTILE_CILIUM	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	4	4	0	5	0	3	4	0	0	3	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	4	0	0
GO_ACETATE_ESTER_TRANSPORT	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_BINDING	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY	0	0	0	0	2	0	0	0	0	0	0	2	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX	0	0	0	0	2	0	0	0	0	0	0	2	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY	0	0	0	0	2	0	0	0	0	0	0	2	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
GO_ACIDIC_AMINO_ACID_TRANSPORT	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	2	0	3	3	0	4	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACID_SECRETION	2	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	2	3	0	0	0	0	0	3	0	2	0	0	0	0	0	0
GO_ACROSOMAL_VESICLE	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	3	0	0	4	0	0	0	3	4	0	0	0	0	4	0	5	0	5	0	2	0	5	3	0	0	0	0	5	0	0
GO_ACTININ_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2
GO_ACTIN_BASED_CELL_PROJECTION	0	0	9	0	0	0	0	0	0	0	0	6	0	10	12	8	4	4	8	0	0	0	0	0	0	0	0	6	0	4	0	8	9	10	12	0	0	0	0	0	0	7	6	0	0	6	0	0	0	8	0	7	7	12	11	0	3	9	0	3	0	0	4	8	0	0
GO_ACTIN_BINDING	0	0	0	7	9	0	0	0	0	0	0	11	0	17	16	0	8	6	0	0	0	0	0	0	0	0	0	7	3	9	0	0	10	14	0	0	0	0	0	6	0	0	9	0	0	0	5	5	0	13	0	0	10	0	0	0	0	0	0	0	0	0	8	12	0	0
GO_ACTIN_CYTOSKELETON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_CYTOSKELETON_REORGANIZATION	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_FILAMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0
GO_ACTIN_FILAMENT_BASED_MOVEMENT	0	0	6	3	4	0	0	0	0	0	0	0	3	8	11	0	4	3	0	0	0	0	0	0	0	0	0	5	0	4	0	6	0	8	8	0	3	3	6	3	0	8	6	0	7	0	0	4	0	0	0	0	9	10	7	0	3	9	0	2	0	4	4	7	0	2
GO_ACTIN_FILAMENT_BASED_PROCESS	0	0	20	0	11	0	0	0	0	0	0	0	6	23	28	17	11	11	0	0	0	0	0	0	0	0	0	11	0	11	4	19	0	0	0	0	0	0	17	0	0	0	10	0	16	0	0	0	0	16	0	0	15	27	0	0	5	0	0	5	0	0	11	16	0	0
GO_ACTIN_FILAMENT_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	5	0	0	0
GO_ACTIN_FILAMENT_BUNDLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	2	3	0	0
GO_ACTIN_FILAMENT_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_MEDIATED_CELL_CONTRACTION	0	0	6	3	4	0	0	0	0	0	0	0	2	7	10	0	3	3	4	0	0	0	0	0	0	0	0	4	0	3	0	6	4	7	8	0	3	3	6	3	0	8	5	0	6	0	0	3	0	4	0	0	8	9	6	0	2	8	0	2	0	4	3	6	0	2
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTION_POTENTIAL	0	4	7	6	6	0	0	0	0	0	0	4	2	13	12	5	5	0	6	0	0	0	0	0	0	0	2	0	0	4	2	8	5	10	11	0	4	5	9	4	2	8	6	0	9	4	5	4	0	5	3	5	6	12	7	2	0	9	0	3	0	4	0	5	0	2
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	2	4	0	3	0	0	0	0	0	4	0	0	0	0	0	2	0	0	4	0	0	0	5	0	0	2	2	0	0	0	0
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_GTPASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	5	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	2	0	0	3	0	0	0	2
GO_ACTIVATION_OF_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_MAPK_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
GO_ACTOMYOSIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACUTE_INFLAMMATORY_RESPONSE	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	4	0	6	0	2	0	0	0	0	0	0	0	0	0	0
GO_ACYLGLYCEROL_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	2	0	0	4	0	4	2	3	0	0	0	2	0	0	0	5	3	0	0	4	0	0	0	2	0	0	0	0
GO_ACYL_COA_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0
GO_ADAPTIVE_IMMUNE_RESPONSE	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ADAPTIVE_THERMOGENESIS	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	4	4	4	2	3	0	0	0	0	0	0	0	0	3	0	2	0	0	2	4	0	5	0	2	0	0	0	0	2	0	0	0	0	0
GO_ADENYL_NUCLEOTIDE_BINDING	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	0	0	0
GO_ADHERENS_JUNCTION	0	3	0	4	5	0	0	0	0	0	0	7	3	9	9	0	3	0	5	0	2	0	0	0	2	0	4	0	0	0	0	6	0	7	8	0	0	0	5	0	0	6	5	0	0	6	0	3	0	6	0	0	5	0	7	0	0	6	0	0	0	3	4	0	0	0
GO_ADHERENS_JUNCTION_ORGANIZATION	0	0	3	4	3	0	0	0	0	0	0	4	4	5	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	4	3	6	7	0	0	0	6	0	0	3	3	0	0	0	2	2	0	3	0	0	3	4	0	0	0	5	2	0	0	3	2	3	0	0
GO_ADRENAL_GLAND_DEVELOPMENT	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	0	3	0	2	0	0	2	0	0	2	0	0	0	0	2	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0
GO_ADRENERGIC_RECEPTOR_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_ADULT_BEHAVIOR	3	6	6	3	5	0	0	0	0	2	0	11	3	10	13	9	5	5	8	0	2	0	3	0	2	2	0	4	2	5	2	9	6	11	12	4	4	0	5	4	3	15	7	5	13	9	4	3	0	9	2	11	8	14	9	0	3	13	4	2	3	0	6	10	0	0
GO_ADULT_FEEDING_BEHAVIOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_ADULT_LOCOMOTORY_BEHAVIOR	0	3	5	0	0	0	0	0	0	0	0	5	0	5	6	3	3	2	4	0	0	0	0	0	0	0	0	0	0	2	0	6	5	5	5	0	2	0	4	3	0	8	4	3	7	5	2	2	0	6	0	7	6	8	4	0	3	7	0	0	2	0	4	7	0	0
GO_ALANINE_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_ALCOHOL_BINDING	0	0	5	0	4	0	0	0	0	0	0	3	0	8	6	4	2	0	4	0	4	0	2	0	0	0	0	0	2	3	0	4	6	5	6	0	0	3	5	3	0	7	3	4	0	4	2	0	0	5	0	0	0	8	6	0	0	7	0	3	3	2	4	0	0	0
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_ALCOHOL_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GO_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_ALPHA_ACTININ_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_ALPHA_BETA_T_CELL_PROLIFERATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	0	0	11	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GO_AMIDE_BINDING	3	4	9	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	4	0	0	0	0	0	4	0	0	6	0	9	10	0	14	0	0	0	9	0	0	11	0	0	11	8	0	0	0	13	0	10	10	13	0	0	5	13	0	5	4	0	0	0	0	0
GO_AMINE_BIOSYNTHETIC_PROCESS	0	0	2	3	2	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	2	0	0
GO_AMINE_METABOLIC_PROCESS	0	4	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	2	0	0	5	3	0	0	0	0	0	4	0	3	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
GO_AMINE_TRANSPORT	0	3	7	3	4	0	0	0	0	3	0	3	2	8	8	5	3	5	4	0	2	0	0	0	0	4	0	4	2	5	2	8	5	0	9	3	3	0	5	3	0	8	4	0	4	8	2	0	0	0	4	8	5	12	6	3	0	11	0	3	3	0	3	0	0	0
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO_AMINOGLYCAN_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINOPEPTIDASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINO_ACID_BINDING	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	4	2	0	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_AMINO_ACID_IMPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINO_ACID_TRANSPORT	0	0	5	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	2	0	4	0	4	0	5	5	0	0	0	3	0	0	0	0	7	3	0	0	5	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0
GO_AMMONIUM_ION_METABOLIC_PROCESS	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	0	0	0	3	0	0	0	0	0	3	0	0
GO_AMYLOID_BETA_BINDING	3	0	5	0	0	0	0	0	0	0	0	3	0	4	4	4	2	0	5	0	2	0	0	0	0	0	3	0	0	0	2	5	5	0	6	2	0	2	4	0	0	6	4	0	3	4	0	0	0	6	2	6	3	5	3	0	2	4	2	3	3	0	0	4	0	0
GO_AMYLOID_BETA_FORMATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
